license_,avg_violations,times_inspected
1768216.0,5.0,1.0
2102640.0,4.0,1.0
3759848.0,2.0,1.0
2215472.0,3.0,2.0
2684218.0,0.0,1.0
2563589.0,0.0,1.0
2671113.0,0.0,2.0
2671110.0,12.0,2.0
2215932.0,0.5,2.0
27835.0,0.0,1.0
38964.0,0.0,1.0
2594950.0,0.0,1.0
2647920.0,12.5,2.0
2245833.0,3.0,1.0
2298331.0,3.0,1.0
2684475.0,1.0,1.0
2689434.0,4.0,1.0
2419455.0,1.0,1.0
2670817.0,7.333333333333333,3.0
1145606.0,3.5,2.0
2641367.0,1.0,1.0
2348764.0,0.0,1.0
2671036.0,3.0,1.0
2528511.0,16.0,5.0
2641369.0,0.0,1.0
2689649.0,0.0,1.0
1844144.0,7.428571428571429,7.0
2689433.0,5.0,1.0
1964807.0,0.0,1.0
3759896.0,2.6666666666666665,3.0
1998968.0,8.0,1.0
2202278.0,11.0,2.0
1817934.0,11.0,1.0
1546100.0,6.0,1.0
2664128.0,9.5,2.0
2131.0,0.0,1.0
2683676.0,5.0,3.0
48972.0,17.0,1.0
25881.0,2.0,1.0
2451966.0,12.0,1.0
2627555.0,0.5,2.0
2589092.0,2.5,2.0
1953757.0,16.0,2.0
2689652.0,3.0,1.0
2601982.0,3.5,2.0
2671117.0,0.0,2.0
2563433.0,11.0,1.0
1380524.0,7.0,1.0
6503.0,14.0,1.0
2671118.0,0.0,2.0
2671111.0,0.0,2.0
2252227.0,18.0,1.0
1358027.0,4.0,1.0
2188855.0,13.0,1.0
1980154.0,2.0,1.0
2641368.0,0.0,1.0
7214.0,14.0,1.0
2379215.0,3.3333333333333335,3.0
2689301.0,5.0,1.0
2422984.0,8.0,1.0
1980651.0,1.0,1.0
2216002.0,4.0,1.0
1050.0,6.5,2.0
2510693.0,4.0,1.0
2541853.0,15.5,2.0
2043260.0,8.0,3.0
2202308.0,12.0,1.0
2550253.0,8.0,1.0
2642149.0,4.5,2.0
2215838.0,3.0,1.0
2677822.0,3.5,2.0
1698639.0,0.0,1.0
2663543.0,4.666666666666667,3.0
2677408.0,0.0,2.0
2689035.0,1.5,2.0
2157363.0,5.5,2.0
2617364.0,2.0,1.0
2589062.0,1.0,2.0
2621534.0,0.5,2.0
2657921.0,8.5,2.0
2688998.0,4.0,2.0
2470706.0,2.5,2.0
21999.0,8.5,2.0
1770127.0,3.0,1.0
1916618.0,1.0,1.0
1802424.0,7.666666666666667,3.0
2528493.0,1.0,1.0
78302.0,9.0,1.0
2328295.0,5.0,1.0
2657924.0,0.0,2.0
2590204.0,3.5,2.0
2689028.0,5.0,1.0
1841301.0,7.0,1.0
2392091.0,6.0,1.0
1874389.0,12.5,2.0
1445833.0,8.0,2.0
1878475.0,2.0,2.0
2550659.0,1.0,1.0
2569510.0,10.0,2.0
2555919.0,1.5,2.0
1768994.0,13.0,1.0
2683622.0,1.0,2.0
2684735.0,2.0,2.0
2374705.0,7.0,2.0
2601569.0,1.5,2.0
2617180.0,5.0,2.0
2040661.0,2.0,1.0
1986439.0,6.0,5.0
2522334.0,13.5,2.0
2134292.0,2.0,1.0
2683404.0,4.333333333333333,3.0
2551920.0,6.0,2.0
2157766.0,0.0,1.0
2216100.0,5.0,2.0
2689414.0,5.0,1.0
2600751.0,5.5,2.0
2495771.0,6.0,1.0
2678290.0,0.0,1.0
1902989.0,14.0,3.0
75437.0,15.0,1.0
2689324.0,0.0,1.0
2216030.0,1.0,1.0
2683289.0,7.0,1.0
2642186.0,0.0,1.0
2215984.0,8.0,3.0
69608.0,16.5,2.0
2689437.0,0.0,1.0
2245840.0,12.333333333333334,3.0
70743.0,5.5,2.0
0.0,5.083333333333333,24.0
1959502.0,6.0,2.0
1276342.0,3.0,1.0
2689550.0,0.0,1.0
2683875.0,7.0,2.0
2379981.0,3.0,2.0
2341098.0,3.0,1.0
2271372.0,5.5,2.0
28489.0,7.0,1.0
1045342.0,8.0,1.0
2689476.0,1.0,1.0
2404371.0,14.0,2.0
2671700.0,9.0,1.0
2476381.0,4.25,4.0
1878441.0,2.0,1.0
2488682.0,4.0,1.0
2671044.0,10.0,1.0
2358986.0,9.5,2.0
2589065.0,11.0,1.0
2583408.0,0.0,1.0
2397526.0,5.0,2.0
2677167.0,13.0,1.0
1275490.0,1.0,1.0
2671466.0,0.0,2.0
2114895.0,4.0,1.0
2630707.0,3.0,1.0
2560593.0,5.666666666666667,3.0
2206836.0,9.0,1.0
2688898.0,0.0,1.0
2665045.0,2.0,1.0
2437275.0,9.0,1.0
2446779.0,3.0,1.0
2632018.0,14.0,2.0
2578261.0,7.0,1.0
2600522.0,0.5,2.0
2517205.0,14.0,1.0
2689134.0,1.0,2.0
2652916.0,0.0,2.0
1968904.0,19.0,2.0
2688790.0,3.0,2.0
3933.0,9.5,2.0
2677168.0,0.0,1.0
2689465.0,1.0,1.0
2358944.0,11.0,2.0
12380.0,4.5,2.0
2303631.0,0.0,1.0
2529764.0,0.0,1.0
67609.0,5.0,2.0
2658060.0,0.0,1.0
2446994.0,0.0,1.0
2341067.0,3.0,2.0
2528595.0,3.0,1.0
2583411.0,9.0,1.0
2658305.0,0.0,1.0
2671463.0,11.0,2.0
1937785.0,4.5,2.0
2404722.0,7.5,2.0
2437247.0,5.0,1.0
1985220.0,0.0,1.0
2386048.0,9.25,4.0
72501.0,0.0,2.0
2423912.0,8.2,5.0
2232538.0,6.0,1.0
2688961.0,3.0,1.0
30962.0,6.5,2.0
1738519.0,13.0,2.0
1842767.0,0.0,1.0
2689241.0,0.0,1.0
22676.0,4.0,2.0
2350419.0,0.0,1.0
2373667.0,0.0,1.0
2418331.0,3.0,1.0
2683701.0,2.5,4.0
2616696.0,0.0,1.0
42618.0,0.0,1.0
2094011.0,2.0,1.0
2177832.0,12.333333333333334,3.0
2578249.0,7.0,1.0
1492765.0,3.0,1.0
2411687.0,0.0,1.0
2088718.0,5.0,1.0
2314545.0,7.5,2.0
2114749.0,6.0,1.0
2129398.0,1.5,2.0
2609641.0,8.0,1.0
2294282.0,7.0,1.0
2134060.0,6.0,1.0
1803742.0,0.0,1.0
2314597.0,4.0,3.0
1821756.0,8.0,1.0
1772533.0,3.0,1.0
2412626.0,10.0,2.0
80290.0,11.0,1.0
2559835.0,7.0,1.0
2458402.0,13.0,4.0
2013419.0,0.0,2.0
2397260.0,0.0,1.0
2385098.0,4.5,2.0
2688841.0,3.0,1.0
2671528.0,0.5,2.0
2215489.0,4.0,2.0
2671182.0,0.0,1.0
2535459.0,6.0,1.0
2671183.0,0.0,1.0
2658446.0,0.0,1.0
2341139.0,0.0,1.0
2215954.0,4.0,2.0
2684288.0,1.5,2.0
1617900.0,8.0,2.0
1870339.0,5.0,2.0
2264071.0,4.0,1.0
2261760.0,8.0,1.0
1422721.0,14.0,2.0
2270363.0,5.0,1.0
2074097.0,8.0,2.0
2313774.0,11.0,2.0
2551148.0,0.0,1.0
2535057.0,10.0,1.0
2684159.0,4.0,1.0
2659134.0,8.0,2.0
2215658.0,5.5,2.0
2584046.0,0.0,1.0
2320734.0,2.3333333333333335,3.0
2671180.0,0.0,1.0
2584045.0,0.0,1.0
2463968.0,6.0,2.0
2653036.0,4.0,1.0
2549292.0,2.0,1.0
2476760.0,14.333333333333334,3.0
2653037.0,0.0,1.0
2368808.0,5.0,1.0
2496258.0,0.0,1.0
2437591.0,7.0,1.0
3775.0,3.0,1.0
1382145.0,10.5,2.0
1801271.0,6.0,2.0
2671181.0,0.0,1.0
2688993.0,11.0,1.0
2683806.0,12.0,1.0
2496218.0,6.0,2.0
2262538.0,12.0,1.0
2683777.0,0.0,1.0
2368802.0,2.0,1.0
2689016.0,1.0,1.0
2560978.0,5.8,5.0
2579339.0,1.0,1.0
2032247.0,2.5,2.0
2664974.0,4.0,1.0
2026344.0,2.5,2.0
2405784.0,4.0,1.0
2689123.0,2.0,1.0
2688786.0,1.0,2.0
2215775.0,1.0,1.0
2517705.0,2.0,1.0
2601821.0,0.0,2.0
2677241.0,3.0,1.0
1434.0,3.5,2.0
2601820.0,2.5,2.0
2278892.0,0.0,1.0
2152231.0,11.0,2.0
2179700.0,1.5,2.0
2536010.0,1.0,1.0
1305316.0,7.5,2.0
1969710.0,13.0,1.0
26055.0,3.0,1.0
2688916.0,0.0,1.0
15456.0,6.0,2.0
2368736.0,2.5,2.0
2216075.0,0.0,1.0
2689216.0,1.0,1.0
2549860.0,5.75,4.0
2463442.0,7.0,1.0
1618579.0,1.0,2.0
2549925.0,4.5,2.0
2109816.0,0.0,1.0
14622.0,3.0,2.0
26528.0,10.0,1.0
2684536.0,9.0,1.0
2060206.0,9.75,4.0
2158281.0,5.666666666666667,3.0
55418.0,8.5,2.0
2078719.0,12.0,2.0
2602146.0,5.666666666666667,3.0
1578473.0,11.0,1.0
1446680.0,7.0,2.0
2196553.0,11.0,1.0
52004.0,8.0,1.0
2689015.0,0.0,1.0
1196269.0,2.0,1.0
1986217.0,9.0,2.0
2492789.0,5.5,2.0
2203561.0,5.0,1.0
2177328.0,2.0,1.0
2004404.0,5.0,1.0
2689135.0,3.0,1.0
2578636.0,1.0,1.0
2569626.0,9.0,1.0
1646198.0,6.0,1.0
2631857.0,7.5,2.0
2683692.0,0.0,2.0
1650064.0,4.0,1.0
1695816.0,10.0,2.0
2636563.0,0.0,2.0
2615751.0,4.875,8.0
2665227.0,0.0,1.0
2152750.0,13.0,2.0
2522733.0,15.0,3.0
55355.0,3.1666666666666665,6.0
1621501.0,1.0,2.0
2570412.0,6.0,1.0
1970076.0,9.0,2.0
2220008.0,2.0,1.0
81565.0,2.5,2.0
2683693.0,5.0,2.0
2630936.0,6.0,2.0
2684518.0,3.0,1.0
53171.0,4.333333333333333,3.0
1879269.0,8.0,1.0
2506445.0,10.0,1.0
2665228.0,0.0,1.0
1979653.0,0.0,1.0
2578910.0,0.0,1.0
2684303.0,0.0,1.0
60765.0,7.0,1.0
1000774.0,2.5,2.0
2419138.0,2.0,1.0
2646924.0,2.5,2.0
1942299.0,4.0,1.0
2446998.0,6.75,4.0
2595711.0,3.5,2.0
43697.0,7.0,1.0
2626476.0,3.0,2.0
2451485.0,3.0,2.0
2548796.0,0.0,1.0
1542.0,1.0,2.0
2647834.0,8.0,1.0
2483311.0,6.666666666666667,3.0
1212.0,5.0,1.0
2589262.0,6.0,1.0
1772607.0,4.0,1.0
2659350.0,7.0,2.0
2032955.0,4.5,2.0
44712.0,10.0,2.0
24686.0,4.0,2.0
2569276.0,13.0,2.0
2133974.0,0.0,1.0
1909968.0,7.0,1.0
1476654.0,1.5,2.0
2578266.0,8.0,2.0
2677112.0,4.0,1.0
2206671.0,0.0,1.0
5079.0,4.0,1.0
2636596.0,5.0,3.0
1884050.0,0.0,1.0
2464464.0,2.3333333333333335,3.0
1403943.0,5.5,2.0
2588975.0,9.0,2.0
28008.0,3.5,2.0
2379193.0,1.5,2.0
2313937.0,7.5,2.0
2542354.0,0.0,1.0
1270916.0,9.0,2.0
2427620.0,3.5,2.0
2659351.0,0.0,2.0
2069042.0,11.4,5.0
1938696.0,0.0,2.0
2391792.0,5.0,2.0
22936.0,2.0,2.0
1336958.0,6.0,3.0
2511101.0,4.0,3.0
2664787.0,1.6666666666666667,3.0
2688844.0,5.0,1.0
2141327.0,0.0,1.0
2658977.0,5.0,1.0
2501370.0,4.0,1.0
1959000.0,8.0,1.0
1681213.0,9.666666666666666,3.0
4851.0,9.0,1.0
2068861.0,2.0,2.0
1379458.0,9.0,1.0
2615766.0,8.0,1.0
2688987.0,5.0,1.0
2595327.0,2.0,1.0
2141879.0,2.0,2.0
1894000.0,3.0,1.0
2641468.0,7.5,2.0
1932299.0,1.0,1.0
3760050.0,2.0,1.0
2569687.0,2.0,1.0
2627575.0,0.0,1.0
2319777.0,4.0,1.0
1647252.0,7.0,1.0
15630.0,19.0,1.0
2363853.0,3.0,1.0
2163786.0,6.0,2.0
86985.0,5.0,2.0
2215943.0,5.0,1.0
2506375.0,15.0,1.0
2437425.0,11.0,1.0
1139498.0,8.0,1.0
1122732.0,10.0,1.0
2542212.0,6.5,2.0
2391128.0,5.0,1.0
2601035.0,5.0,2.0
2379419.0,11.666666666666666,6.0
37209.0,9.5,2.0
2631601.0,6.5,2.0
86179.0,0.0,2.0
2203417.0,0.0,1.0
2437868.0,4.333333333333333,3.0
2060138.0,4.0,1.0
2501650.0,0.0,1.0
2002814.0,2.25,4.0
2452276.0,7.5,2.0
1248488.0,5.25,4.0
2185079.0,8.25,4.0
1974239.0,1.0,2.0
2412015.0,1.0,1.0
2600878.0,4.0,1.0
1898267.0,0.0,1.0
2550506.0,4.0,1.0
36306.0,0.0,2.0
2601770.0,11.0,1.0
2560361.0,0.0,1.0
2294414.0,7.0,1.0
2215672.0,3.0,1.0
1475038.0,8.0,2.0
2442794.0,7.5,4.0
2341662.0,9.0,1.0
2079264.0,1.0,1.0
2207939.0,8.0,1.0
2033242.0,8.0,1.0
2684875.0,11.0,1.0
2088536.0,6.666666666666667,3.0
2115332.0,0.0,1.0
80690.0,11.0,1.0
1817105.0,8.0,1.0
2432280.0,5.0,1.0
52887.0,6.0,1.0
1446810.0,4.5,2.0
2216107.0,3.0,1.0
2146319.0,1.0,2.0
2215855.0,2.0,1.0
1985223.0,17.0,1.0
3846027.0,3.0,1.0
2391797.0,15.0,1.0
1477822.0,8.5,2.0
2334704.0,7.333333333333333,3.0
2501368.0,4.0,1.0
25772.0,7.75,4.0
25493.0,5.0,1.0
2428384.0,4.0,1.0
2412171.0,0.0,1.0
2600678.0,2.0,2.0
1650274.0,10.0,1.0
2556034.0,6.0,4.0
2308185.0,4.0,3.0
2088929.0,14.0,2.0
2215730.0,9.0,2.0
404.0,9.5,2.0
2684170.0,7.5,2.0
2446154.0,8.5,2.0
58084.0,8.5,2.0
2658471.0,3.0,2.0
2684617.0,8.0,1.0
2418532.0,0.0,1.0
2355382.0,3.0,2.0
2652417.0,6.0,2.0
1518375.0,0.0,1.0
2670235.0,1.3333333333333333,3.0
2304660.0,1.5,2.0
2003002.0,0.0,1.0
2671483.0,0.0,2.0
2379398.0,5.5,2.0
2205135.0,1.0,1.0
1591573.0,13.0,1.0
25051.0,15.0,1.0
2215474.0,4.0,1.0
1394.0,6.0,4.0
2659232.0,0.5,2.0
1986407.0,0.5,2.0
2304630.0,8.0,1.0
1330101.0,7.0,1.0
2017995.0,2.25,4.0
2616196.0,9.6,5.0
2114079.0,3.5,2.0
2589550.0,9.0,1.0
13994.0,2.5,2.0
2341038.0,4.0,2.0
2210898.0,5.0,1.0
2609157.0,2.6666666666666665,3.0
71334.0,9.5,2.0
1243125.0,7.0,1.0
2688921.0,0.5,2.0
2589051.0,10.0,1.0
2684644.0,5.5,2.0
2589935.0,3.0,2.0
2641666.0,0.0,3.0
2608975.0,5.0,1.0
2205617.0,0.0,2.0
51201.0,0.0,1.0
2684586.0,4.0,2.0
2501098.0,15.5,2.0
2432435.0,0.0,2.0
2626697.0,3.6666666666666665,3.0
2641665.0,7.5,4.0
2405576.0,2.0,1.0
1332616.0,13.0,1.0
2523663.0,0.0,1.0
2438130.0,9.0,2.0
2042631.0,12.0,2.0
2488459.0,15.0,1.0
1192905.0,5.0,2.0
23243.0,5.5,2.0
2608553.0,1.0,1.0
74790.0,2.6666666666666665,3.0
2060960.0,5.0,1.0
2156798.0,8.0,2.0
2683419.0,3.0,1.0
2579136.0,0.0,1.0
7813.0,8.5,2.0
2423163.0,0.0,1.0
2451427.0,9.2,5.0
2412676.0,14.0,1.0
2506210.0,5.666666666666667,3.0
2432436.0,2.5,2.0
2183768.0,1.5,2.0
2569918.0,0.0,1.0
2398940.0,5.0,2.0
12280.0,12.25,4.0
2627467.0,11.0,1.0
2626982.0,1.5,2.0
1909523.0,4.0,2.0
1245673.0,6.666666666666667,3.0
2529904.0,10.0,1.0
2536639.0,2.5,2.0
2432635.0,3.0,1.0
2385468.0,10.0,1.0
2609714.0,11.0,1.0
78427.0,0.0,1.0
2622726.0,3.3333333333333335,3.0
2452287.0,0.0,1.0
2683358.0,0.0,1.0
2621255.0,0.0,1.0
1937118.0,0.0,1.0
1168049.0,0.0,2.0
2241077.0,0.0,1.0
66392.0,2.0,1.0
2647111.0,0.0,1.0
2279559.0,8.0,1.0
2320557.0,4.5,2.0
1742571.0,2.0,1.0
2565091.0,3.0,1.0
2065298.0,0.0,1.0
2665308.0,0.0,1.0
2627468.0,0.0,1.0
1847484.0,6.0,1.0
2099079.0,7.0,2.0
1479249.0,20.0,2.0
2627466.0,0.0,1.0
2452010.0,15.0,1.0
1742999.0,8.0,1.0
2684016.0,2.3333333333333335,3.0
2683828.0,3.6666666666666665,3.0
2437219.0,2.0,2.0
1677434.0,14.0,1.0
2578015.0,12.0,1.0
2137182.0,8.0,1.0
1909539.0,4.0,2.0
1444674.0,8.0,2.0
1947810.0,3.0,1.0
37212.0,4.0,1.0
2621254.0,5.0,1.0
2405544.0,2.0,3.0
1716955.0,6.0,2.0
1909532.0,3.3333333333333335,3.0
2517695.0,9.0,1.0
2261729.0,5.0,3.0
1121856.0,3.5,2.0
2677551.0,0.0,1.0
1618656.0,10.0,1.0
2683359.0,20.0,1.0
2646685.0,0.0,1.0
2677548.0,4.0,1.0
1270965.0,0.0,2.0
1739898.0,7.0,1.0
28488.0,4.0,1.0
2637010.0,9.5,2.0
1649665.0,13.0,2.0
2349549.0,0.0,1.0
2215622.0,6.0,1.0
2565135.0,3.0,6.0
1646292.0,0.0,1.0
2204504.0,6.5,2.0
1841004.0,5.0,1.0
2069923.0,9.5,2.0
2477101.0,4.5,4.0
2299419.0,2.0,1.0
2641421.0,1.6666666666666667,3.0
2658971.0,0.5,4.0
2487453.0,10.5,2.0
2069345.0,3.0,3.0
1335894.0,10.0,1.0
2683386.0,3.0,2.0
2658340.0,3.0,2.0
2142688.0,11.0,1.0
2469885.0,9.0,2.0
1331472.0,5.0,2.0
2079754.0,7.0,1.0
2114300.0,4.0,1.0
2158450.0,5.0,3.0
1330095.0,7.333333333333333,3.0
2188943.0,5.0,1.0
2684521.0,10.0,1.0
2589876.0,6.0,4.0
2602233.0,3.0,1.0
2363482.0,5.0,2.0
2616365.0,4.666666666666667,3.0
2583584.0,7.0,1.0
2583290.0,2.0,1.0
2138152.0,8.0,1.0
2283226.0,0.5,2.0
2549059.0,3.0,1.0
2575236.0,6.0,1.0
81721.0,9.0,1.0
2677267.0,0.5,2.0
2215937.0,5.0,1.0
1840958.0,4.0,3.0
2368671.0,5.666666666666667,3.0
2683532.0,6.333333333333333,3.0
2334484.0,8.0,1.0
2522196.0,6.0,1.0
1963537.0,11.0,1.0
14709.0,5.666666666666667,3.0
2600668.0,9.0,1.0
1887545.0,0.0,1.0
2684130.0,7.0,1.0
1797826.0,10.5,2.0
2506267.0,8.0,1.0
2215840.0,2.0,1.0
1490824.0,6.0,2.0
2204282.0,11.5,2.0
2594598.0,0.0,1.0
2432242.0,4.5,2.0
2411779.0,4.0,1.0
2658639.0,4.25,4.0
2626722.0,0.3333333333333333,3.0
2594642.0,0.0,1.0
2583193.0,3.0,1.0
2216860.0,0.0,1.0
2321266.0,0.0,1.0
2523139.0,0.0,1.0
2369214.0,7.5,2.0
28690.0,1.3333333333333333,3.0
3070.0,4.0,1.0
2379813.0,0.0,1.0
2319786.0,2.0,1.0
28114.0,14.0,1.0
1738099.0,6.333333333333333,3.0
2684565.0,7.5,2.0
78239.0,7.5,2.0
1477513.0,15.0,1.0
2447171.0,4.666666666666667,3.0
2684115.0,2.0,1.0
2125360.0,10.0,2.0
1997874.0,20.0,1.0
1879922.0,5.0,1.0
2423352.0,16.0,2.0
2595283.0,10.0,1.0
2359655.0,0.0,1.0
1888944.0,13.0,1.0
2636845.0,0.0,2.0
2550793.0,0.0,1.0
2487433.0,9.0,1.0
1800.0,0.0,1.0
2636847.0,0.5,2.0
2522216.0,2.6666666666666665,3.0
2432095.0,4.333333333333333,3.0
2528737.0,4.0,2.0
2583306.0,10.0,4.0
2379132.0,11.0,2.0
10559.0,2.0,1.0
1194944.0,5.0,1.0
1272746.0,5.5,2.0
47311.0,0.0,2.0
2423441.0,7.0,1.0
2405204.0,3.5,2.0
1331447.0,7.0,1.0
2684506.0,1.0,1.0
2670396.0,2.0,1.0
2684846.0,0.0,1.0
1518304.0,5.5,2.0
2293158.0,10.0,2.0
1476422.0,5.0,1.0
2363040.0,4.0,1.0
2333013.0,5.0,3.0
2379689.0,11.0,2.0
2373965.0,5.0,1.0
2464263.0,13.5,2.0
2683707.0,3.0,2.0
2483240.0,15.0,1.0
3642.0,0.0,1.0
2437382.0,6.0,1.0
2583839.0,7.0,1.0
2657927.0,7.5,6.0
1443878.0,0.0,2.0
2646915.0,4.0,2.0
2411506.0,4.0,3.0
2013325.0,1.5,2.0
2452000.0,2.3333333333333335,3.0
2622876.0,15.0,2.0
2163519.0,0.0,2.0
2009116.0,20.0,1.0
2341070.0,8.0,2.0
2535924.0,7.0,1.0
2511252.0,7.0,2.0
1969227.0,9.0,1.0
2636843.0,2.5,2.0
1694954.0,6.0,1.0
1802253.0,11.0,1.0
1544738.0,2.0,2.0
2014055.0,7.0,2.0
2684483.0,4.0,1.0
2215617.0,4.0,1.0
2205289.0,6.5,2.0
2683918.0,3.0,1.0
2120806.0,5.0,2.0
53740.0,6.5,2.0
2385750.0,6.0,2.0
1820618.0,0.0,1.0
2069435.0,9.0,1.0
2670198.0,0.0,1.0
2129944.0,10.0,1.0
2215790.0,5.0,1.0
1649359.0,6.333333333333333,3.0
63983.0,6.0,1.0
2551090.0,0.0,2.0
2457971.0,2.0,1.0
1933344.0,4.0,1.0
2601357.0,6.0,1.0
2684513.0,3.0,1.0
2162577.0,11.0,2.0
1766607.0,7.0,1.0
2684488.0,2.0,1.0
2631965.0,1.5,4.0
2670354.0,7.0,1.0
2437117.0,2.0,1.0
1573356.0,5.0,1.0
2631065.0,7.0,1.0
2398633.0,6.0,3.0
68226.0,14.0,1.0
35062.0,5.0,1.0
2215606.0,0.0,1.0
2404614.0,11.0,1.0
2664014.0,2.0,1.0
2564005.0,8.5,2.0
2247280.0,4.0,1.0
2359976.0,2.0,1.0
1335044.0,2.0,1.0
